meter_id_,location_id_,feeder_id_,transformer_id_,band_,fault_type_,is_industrial_,date_,energy_consumed_kwh_sum,expected_energy_kwh_sum,expected_energy_pf_calc_sum,total_vended_amount_sum,revenue_loss_sum,tamper_cost_estimate_sum,energy_loss_kwh_sum,energy_loss_flag_sum,fault_flag_sum,tamper_flag_sum,uptime_flag_sum,supply_voltage_flag_sum,pf_delta_mean,load_generation_gap_mean,load_gap_flag_sum,service_availability_ratio_mean,unresolved_fault_days_mean,customer_risk_score_mean,power_factor_mean,power_factor_min,v_agg_mean,v_agg_min,v_agg_max,i_agg_mean,i_agg_min,i_agg_max,tariff_per_kwh_mean,band_compliance_max,fault_detected,tamper_detected,energy_loss_ratio,supply_hours,uptime_hours,energy_efficiency_ratio,anomaly_category,anomaly_severity_score,anomaly_summary_note
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-18,26812.559999999998,28031.059999999998,10.103330829673512,5858491.79,254666.50000000012,254666.50000000012,1218.5000000000007,2,3,3,3,3,-0.04762863333333334,-8934.152223056777,3,0.1527777777777777,1.3333333333333333,4.5,0.8554391866666666,0.7914171,224.4831366666667,217.69926,228.70274,17.459245,14.832072,21.824005,209.0,0,1,1,0.04346963689564365,3,3,0.9565303631043564,"fault,tamper,loss,mismatch",18,"Detected: fault,tamper,loss,mismatch | Risk=18"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-20,23525.42,24511.99,14.028143035442538,5123003.850000001,206193.1300000004,206193.1300000004,986.570000000002,2,4,4,4,4,0.00016106250000002403,-5877.847964241139,4,0.18749999999999994,1.75,4.5,0.8999295625,0.8478143,228.1249375,223.11842,232.18611,17.056237,12.722496,19.28852,209.0,0,1,1,0.040248466158806444,4,4,0.9597515338411935,"fault,tamper,loss,mismatch",20,"Detected: fault,tamper,loss,mismatch | Risk=20"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-21,54767.990000000005,57598.08,13.492248922294868,12037998.77,591488.8099999998,54469.58000000002,2830.0899999999992,4,5,1,5,5,-0.016072722,-10950.899550215541,5,0.19166666666666662,2.0,2.9,0.87392444,0.8331923,229.69269599999998,224.53076,234.0779,13.470128599999999,11.716156,17.791292,209.0,0,1,1,0.04913514478260385,5,5,0.9508648552173962,"fault,tamper,loss,mismatch",26,"Detected: fault,tamper,loss,mismatch | Risk=26"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-22,58579.67,61818.77,11.654680633847754,12920121.46,676971.8999999991,676971.8999999991,3239.099999999996,3,4,4,4,4,0.00011761499999997458,-14642.003829841538,4,0.18749999999999994,2.75,4.5,0.89360199,0.8423991,229.29897499999998,216.39905,237.48164,14.28309925,10.856702,16.882626,209.0,0,1,1,0.052396707343093304,4,4,0.9476032926569067,"fault,tamper,loss,mismatch",22,"Detected: fault,tamper,loss,mismatch | Risk=22"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-23,43444.64,49023.74,9.621483093059101,10245963.33,1166031.8999999997,0.0,5579.0999999999985,3,3,0,3,3,-0.0005436533333332999,-14478.339505635648,3,0.2083333333333333,1.3333333333333333,2.5,0.8695832299999999,0.84834385,230.02806333333334,222.20042,236.06671,16.03584766666667,15.397023,16.451046,209.0,0,1,0,0.1138040467740731,3,3,0.8861959532259269,"fault,loss,mismatch",16,"Detected: fault,loss,mismatch | Risk=16"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-24,27696.200000000004,27915.53,12.635292178011486,5834345.02,45839.96999999932,171833.52999999982,219.32999999999674,2,4,1,4,4,-0.010627827499999975,-6920.891176955497,4,0.18749999999999994,3.25,3.0,0.92750796,0.90982884,227.385225,224.8592,228.53845,15.0567995,11.355901,18.765821,209.0,0,1,1,0.007856916920438077,4,4,0.992143083079562,"fault,tamper,loss,mismatch",20,"Detected: fault,tamper,loss,mismatch | Risk=20"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-25,10146.22,11348.12,5.7588102025515955,2371757.38,251197.1000000002,251197.1000000002,1201.900000000001,2,2,2,2,2,-0.06767417999999994,-5070.230594898724,2,0.2083333333333333,3.5,4.5,0.89562845,0.8597772,234.50196499999998,231.07076,237.93317,13.768137,11.785297,15.750977,209.0,0,1,1,0.10591181623035366,2,2,0.8940881837696463,"fault,tamper,loss,mismatch",16,"Detected: fault,tamper,loss,mismatch | Risk=16"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-27,5986.88,6843.96,3.0632901609191747,1430388.14,179129.71999999997,179129.71999999997,857.0799999999999,1,1,1,1,1,0.0,-5983.816709839081,1,0.2083333333333333,1.0,4.5,0.8650636,0.8650636,226.98718,226.98718,226.98718,15.600509,15.600509,15.600509,209.0,0,1,1,0.12523159106715995,1,1,0.87476840893284,"fault,tamper,loss,mismatch",12,"Detected: fault,tamper,loss,mismatch | Risk=12"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-28,64154.759999999995,62850.31,10.993666354422064,13135713.91,-272630.04999999976,-29021.739999999743,-1304.4499999999991,1,4,1,4,4,0.03687643249999997,-16035.941583411393,4,0.2083333333333333,2.75,3.0,0.9153369124999999,0.8481643,228.1207,223.79608,233.32722,12.96509655,7.9002132,16.513756,209.0,0,1,1,-0.020754869785049576,4,4,1.0207548697850495,"fault,tamper,loss,mismatch",18,"Detected: fault,tamper,loss,mismatch | Risk=18"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-29,30776.94,33602.59,8.171586609911383,7022940.14,590560.8500000001,0.0,2825.6500000000005,3,3,0,3,3,0.003623800000000031,-10256.256137796696,3,0.1944444444444444,3.6666666666666665,2.5,0.8802364666666667,0.84264815,229.8456666666667,225.65417,238.13013,13.353197999999999,9.747181,15.790692,209.0,0,1,0,0.08409024423414983,3,3,0.9159097557658502,"fault,loss,mismatch",16,"Detected: fault,loss,mismatch | Risk=16"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-04-30,60761.28,65113.0,12.83895237890977,13608616.56,909509.4799999999,1046626.0199999998,4351.719999999999,2,4,3,4,4,-0.02260585999999995,-15187.110261905273,4,0.16666666666666663,2.25,4.0,0.8738740675,0.8619668,230.0635125,225.17444,236.08258,15.97964675,12.996722,19.47009,209.0,0,1,1,0.06683335125090227,4,4,0.9331666487490977,"fault,tamper,loss,mismatch",20,"Detected: fault,tamper,loss,mismatch | Risk=20"
EKEDC_000001,Island,FDR_047,DMG_1276,A,modem_fault,1,2025-05-01,49901.78999999999,53824.02,15.576777858418904,11249222.7,819746.0700000009,819746.0700000009,3922.2300000000046,4,5,5,5,5,-0.02273860199999998,-9977.242644428316,5,0.20833333333333331,2.6,4.5,0.898099122,0.8621872,229.16083600000002,222.87016,236.17174,15.112853999999999,11.393955,18.805296,209.0,0,1,1,0.0728713685822799,5,5,0.9271286314177202,"fault,tamper,loss,mismatch",26,"Detected: fault,tamper,loss,mismatch | Risk=26"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-01,75581.35,80281.09,23.81099983936429,16778748.07,982245.6599999992,0.0,4699.739999999996,5,3,0,7,7,-0.006916042857142843,-10793.934142880093,7,0.1726190476190476,0.8571428571428571,1.6428571428571428,0.8748025757142858,0.831446,230.66375285714284,221.3633,234.97899,16.79338142857143,12.32149,20.735933,209.0,0,1,0,0.05854105867272102,7,7,0.941458941327279,"fault,loss,mismatch",28,"Detected: fault,loss,mismatch | Risk=28"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-02,214085.96,227578.57,59.24590462528064,47563915.08,2819955.4899999993,1951746.4999999995,13492.609999999997,14,19,16,19,19,-0.010243741052631573,-11264.563899756564,19,0.18859649122807012,2.8421052631578947,4.184210526315789,0.8919162915789475,0.7846702,230.22533210526316,220.51479,240.75084,15.173580157894737,11.887211,20.308943,209.0,0,1,1,0.059287700067717254,19,19,0.9407122999322827,"fault,tamper,loss,mismatch",74,"Detected: fault,tamper,loss,mismatch | Risk=74"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-03,194920.41,202890.65,59.09052531350377,42404144.63,1665780.159999998,1665780.159999998,7970.239999999991,12,19,19,19,19,0.0056856436842105205,-10255.858919720342,19,0.1951754385964912,3.0526315789473686,4.5,0.904581247368421,0.83513033,231.3655189473684,219.63966,241.57115,14.888740789473685,10.766528,18.36384,209.0,0,1,1,0.039283426811437545,19,19,0.9607165731885624,"fault,tamper,loss,mismatch",70,"Detected: fault,tamper,loss,mismatch | Risk=70"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-04,274197.88,296896.96,70.92525977841305,62051465.21,4744107.72,4806316.569999999,22699.079999999998,17,21,19,18,21,0.002834090476190463,-13053.664511439121,21,0.17857142857142852,3.0952380952380953,4.309523809523809,0.9092865285714286,0.759424,229.11637095238098,218.4163,257.00623,16.289547976190477,11.18451,21.379026,209.0,0,1,1,0.07645440357489681,21,18,0.9235455964251031,"fault,tamper,loss,mismatch",84,"Detected: fault,tamper,loss,mismatch | Risk=84"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-05,236504.89,245919.64,68.272623616509,51397202.02,1967682.75,327912.6400000002,9414.75,14,21,2,21,21,0.0024777466666666666,-11258.886541732549,21,0.20039682539682535,2.9523809523809526,2.6904761904761907,0.8894054123809523,0.77976406,230.64520904761906,219.0047,242.9156,15.891670238095239,10.616852,23.073532,209.0,0,1,1,0.03828384752027125,21,21,0.9617161524797287,"fault,tamper,loss,mismatch",78,"Detected: fault,tamper,loss,mismatch | Risk=78"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-06,225745.97,242964.63,64.04706111160708,50779608.1,3598699.9400000013,3598699.9400000013,17218.660000000007,15,9,23,23,23,0.010746629130434775,-9812.257519082104,23,0.19021739130434778,1.391304347826087,3.5869565217391304,0.8861164160869565,0.79628366,229.02795608695652,218.1204,237.0689,13.72117954347826,6.200489,21.532028,209.0,0,1,1,0.07086899850402097,23,23,0.929131001495979,"fault,tamper,loss,mismatch",84,"Detected: fault,tamper,loss,mismatch | Risk=84"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-07,285672.58,303594.96,75.85628335807567,63451348.08,3745777.4200000013,3745777.4200000013,17922.38000000001,17,0,24,24,24,-0.0043735904166666666,-11899.863488193414,24,0.18749999999999997,0.0,3.0,0.8966156925000001,0.813934,232.2170720833333,222.66338,240.43379,15.17240775,8.508888,19.970354,209.0,0,0,1,0.059033852208877274,24,24,0.9409661477911228,"tamper,loss,mismatch",87,"Detected: tamper,loss,mismatch | Risk=87"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-08,179247.15,191753.89,49.737968810208656,40076560.99,2613908.6600000025,737724.0200000019,12506.740000000013,11,12,9,16,16,-0.01062575,-11199.83825194936,16,0.1927083333333333,2.25,3.25,0.882505210625,0.76207656,227.7421075,219.49512,236.79126,15.49120875,11.473689,20.797777,209.0,0,1,1,0.06522287500921109,16,16,0.9347771249907889,"fault,tamper,loss,mismatch",62,"Detected: fault,tamper,loss,mismatch | Risk=62"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-09,208343.11,221649.3,64.08490244218831,46324703.85,2780993.7100000014,0.0,13306.190000000006,14,20,0,20,20,0.0016090934999999952,-10413.951254877891,20,0.19999999999999996,3.1,2.5,0.900802659,0.7916064,230.50660899999997,218.50227,239.92027,15.418225950000002,10.102813,20.311544,209.0,0,1,0,0.06003262812018809,20,20,0.9399673718798119,"fault,loss,mismatch",72,"Detected: fault,loss,mismatch | Risk=72"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-10,244575.64,255805.62,67.68425570344336,53463371.83,2347065.82,669305.78,11229.98,14,22,4,22,22,0.017731874545454544,-11113.997988377116,22,0.2007575757575757,2.9545454545454546,2.8636363636363638,0.9065917663636364,0.80216014,229.83720318181815,221.45421,235.94781,14.771179986363636,7.5880737,20.148264,209.0,0,1,1,0.04390044284406261,22,22,0.9560995571559374,"fault,tamper,loss,mismatch",80,"Detected: fault,tamper,loss,mismatch | Risk=80"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-11,258471.01,279612.0,56.855849400688676,58438907.809999995,4418466.91,4418466.91,21140.99,14,20,20,20,20,0.009128664499999994,-12920.707707529966,20,0.1958333333333333,2.65,4.5,0.897494764,0.7982598,231.4260295,211.73552,243.6472,13.736325175,8.49885,19.248589,209.0,0,1,1,0.07560830722572709,20,20,0.9243916927742729,"fault,tamper,loss,mismatch",76,"Detected: fault,tamper,loss,mismatch | Risk=76"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-12,249473.92,267913.33,54.132105008362956,55993882.99,3853836.69,3853836.69,18439.41,13,19,19,18,19,0.014883389473684215,-13127.357257631138,19,0.17324561403508767,3.1578947368421053,4.5,0.909339774736842,0.8426398,229.59195999999997,221.1632,237.36092,13.673501052631579,8.700522,18.447174,209.0,0,1,1,0.0688260266855703,19,18,0.9311739733144297,"fault,tamper,loss,mismatch",72,"Detected: fault,tamper,loss,mismatch | Risk=72"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-13,272008.86,277868.56,82.50895993641313,58074525.01,1224677.300000001,-58133.349999999926,5859.700000000005,11,8,1,24,24,-0.0028756854166666844,-11330.264626669317,24,0.19097222222222218,1.125,1.5833333333333333,0.8997177483333334,0.8230766,230.41455041666666,220.82611,239.43196,16.58915175,10.811337,20.661547,209.0,0,1,1,0.02108802809501012,24,24,0.9789119719049899,"fault,tamper,loss,mismatch",78,"Detected: fault,tamper,loss,mismatch | Risk=78"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-14,230161.91999999998,244308.86,70.5481368000846,51060551.87,2956710.46,0.0,14146.940000000002,14,18,0,21,22,0.011399318181818163,-10458.698721054541,22,0.19318181818181815,2.6363636363636362,2.227272727272727,0.9039187818181819,0.83032477,230.95823454545453,222.29109,238.17964,15.328726136363635,8.13136,24.059235,209.0,0,1,0,0.057905963786986696,22,21,0.9420940362130134,"fault,loss,mismatch",76,"Detected: fault,loss,mismatch | Risk=76"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-15,218226.26,225200.72,69.3936294673215,47066952.13,1457662.1400000004,1331424.0500000003,6974.460000000002,11,17,17,22,23,0.00040218434782609934,-9485.081146544899,23,0.19384057971014487,2.130434782608696,3.5869565217391304,0.8835211739130434,0.78453845,229.21390739130433,220.6049,245.83136,14.954241739130435,8.28506,19.993048,209.0,0,1,1,0.03096997203206101,23,22,0.969030027967939,"fault,tamper,loss,mismatch",76,"Detected: fault,tamper,loss,mismatch | Risk=76"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-16,171090.72,186160.27,54.21695926320004,38907496.980000004,3149535.9499999997,1782352.0000000005,15069.55,14,18,11,18,18,-0.02125659777777775,-9502.0279467076,18,0.18981481481481477,2.9444444444444446,3.7222222222222223,0.9074401938888889,0.79345775,228.48396444444447,212.95448,237.38933,14.482752444444445,8.163989,21.081003,209.0,0,1,1,0.08094933467812439,18,18,0.9190506653218756,"fault,tamper,loss,mismatch",72,"Detected: fault,tamper,loss,mismatch | Risk=72"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-17,259261.33,267136.33,66.9896793800309,55831489.03,1645875.0000000016,1645875.0000000016,7875.000000000008,13,20,20,20,20,-0.0025312039999999666,-12959.717016030998,20,0.18958333333333327,2.95,4.5,0.9037460725,0.8102338,230.64979499999998,221.41107,241.02422,16.039033699999997,11.831311,25.065695,209.0,0,1,1,0.029479329898707555,20,20,0.9705206701012924,"fault,tamper,loss,mismatch",74,"Detected: fault,tamper,loss,mismatch | Risk=74"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-18,248694.35,274148.99,63.02890968895881,57297139.1,5320019.760000001,5320019.760000001,25454.640000000003,18,17,21,21,21,0.01372335047619049,-11839.58671858624,21,0.1964285714285714,2.7142857142857144,4.214285714285714,0.8925048176190477,0.7712041,234.38821952380954,225.10646,248.53874,14.340503428571429,11.459134,18.975546,209.0,0,1,1,0.09284965813662127,21,21,0.9071503418633788,"fault,tamper,loss,mismatch",86,"Detected: fault,tamper,loss,mismatch | Risk=86"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-19,294610.72,313051.8,76.84919594923922,65427823.25,3854185.720000001,3854185.720000001,18441.080000000005,17,11,24,24,24,-0.01909881041666665,-12272.244616835449,24,0.20138888888888884,1.5833333333333333,3.6875,0.8968142095833334,0.81686467,230.704825,219.49861,244.62813,15.450880583333332,10.6526,20.111155,209.0,0,1,1,0.05890743959945289,24,24,0.9410925604005471,"fault,tamper,loss,mismatch",90,"Detected: fault,tamper,loss,mismatch | Risk=90"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-20,215953.83,230661.32,67.25234707890931,48208215.29,3073865.410000002,3073865.410000002,14707.490000000009,14,14,20,20,20,-0.0002769675000000117,-10794.328882646054,20,0.2041666666666666,2.15,4.05,0.899979304,0.79368603,229.7417525,219.76448,237.61363,16.291623899999998,11.181968,20.8243,209.0,0,1,1,0.06376227275557085,20,20,0.9362377272444291,"fault,tamper,loss,mismatch",76,"Detected: fault,tamper,loss,mismatch | Risk=76"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-21,268781.37,284664.52,55.54220435665171,59494884.78,3319578.350000001,1926796.080000001,15883.150000000005,16,19,7,19,19,0.007588046842105251,-14143.464620823335,19,0.19078947368421048,3.210526315789474,3.236842105263158,0.8957955647368422,0.82934153,228.88284736842104,216.86748,240.66866,14.242771394736844,7.62839,19.888884,209.0,0,1,1,0.055796029656242384,19,19,0.9442039703437576,"fault,tamper,loss,mismatch",78,"Detected: fault,tamper,loss,mismatch | Risk=78"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-22,283982.69,292281.43,63.12864804848383,61086819.51,1734436.6600000008,1734436.6600000008,8298.740000000003,12,20,20,18,20,0.007516232500000004,-14195.978067597574,20,0.1666666666666666,3.05,4.5,0.9032679404999999,0.7907875,231.71741200000002,219.72478,241.27516,15.091230300000001,11.40121,18.570173,209.0,0,1,1,0.028392977275360956,20,18,0.9716070227246391,"fault,tamper,loss,mismatch",72,"Detected: fault,tamper,loss,mismatch | Risk=72"
EKEDC_000001,Island,FDR_047,DMG_1276,A,no_fault,1,2025-04-23,219247.13,230395.66999999998,68.38771033020406,48152696.05,2330044.8599999994,961512.8599999996,11148.539999999997,15,17,5,21,21,0.01977975714285713,-10437.082966174752,21,0.18849206349206346,2.8095238095238093,2.6904761904761907,0.9134203157142857,0.8180279,229.0344838095238,219.03706,236.78633,15.604361190476189,7.348341,19.73407,209.0,0,1,1,0.04838866980442817,21,21,0.9516113301955719,"fault,tamper,loss,mismatch",80,"Detected: fault,tamper,loss,mismatch | Risk=80"
